Card Name,Front Face Name,Color,Color Code,Color Identity,Mana Cost,Mana Value,Rarity,Card Type,Power,Toughness,Loyalty,Layout,Second Half,Second Half Cost,Second Half Type,J2SJosh Rating,Rating Note,J2SJosh Commentary,Source Section,Source Article,Collector Number,Scryfall URL,Image URL,Scryfall ID
"Garruk, Curse Breaker","Garruk, Curse Breaker",Green,G,G,{3}{G}{G},5,Mythic,Legendary Planeswalker — Garruk,,,5,normal,,,,5.0,,"Hey look, another planeswalker that generates card advantage while protecting itself. At this point, that seems to be the easiest way to earn a 5.0 in this set.

A 4/4 trampler for five mana that draws you a card when it enters would already be a perfectly playable Limited card. Leaving behind a planeswalker that can keep doing it over and over again is where things start getting ridiculous.

But wait, there’s more.

You can even use the ultimate the turn Garruk comes down to basically Overrun your opponent and potentially end the game on the spot.

This is good when you’re ahead, good when you’re behind, and good when the board is stalled. That’s pretty much the definition of a Limited bomb.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,259,https://scryfall.com/card/fra/259/garruk-curse-breaker,https://cards.scryfall.io/normal/front/9/0/90ca5812-ceb5-46bd-b049-aed7ff10e6af.jpg?1788329370,90ca5812-ceb5-46bd-b049-aed7ff10e6af
Ghalta the Unstoppable,Ghalta the Unstoppable,Green,G,G,{8}{G},9,Uncommon,Legendary Creature — Elder Dinosaur,8,8,,normal,,,,2.0,,"I don’t know if we’re talking Shaq-in-his-prime levels of unstoppable here. Sharptooth might be overselling himself a little considering there are plenty of cards in this set that can stop him just fine.

If you already have a 3/3 on the battlefield, you’re looking at six mana, which is right around the going rate for this kind of giant chonker these days. That’s a pretty small hoop to jump through.

The problem comes when things aren’t going according to plan. Suddenly this thing costs approximately all of your mana and spends half the game rotting in your hand. Getting him dirt cheap later sounds great, but by that point you probably already have enough mana that the discount matters a whole lot less.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,260,https://scryfall.com/card/fra/260/ghalta-the-unstoppable,https://cards.scryfall.io/normal/front/1/d/1d535b5f-c916-4f16-89a7-9477578826d2.jpg?1788878290,1d535b5f-c916-4f16-89a7-9477578826d2
"Jiang Yanggu, Never Alone","Jiang Yanggu, Never Alone",Green,G,G,{3}{G},4,Uncommon,Legendary Creature — Human Druid,2,2,,normal,,,,3.5,,"I’ve already said how much I love cards that give you more than one reasonably sized body, and this one goes a step further by giving you a total of 5/5 worth of stats for four mana. That’s just a really good rate.

The doggo even brings pseudo-vigilance along for the ride, and the rest of your tokens get to join in on the fun.

Multiple bodies, above-rate stats, and some extra utility stapled on top. That’s a package I’m very happy to take.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,261,https://scryfall.com/card/fra/261/jiang-yanggu-never-alone,https://cards.scryfall.io/normal/front/f/5/f5a0bb3e-8119-4739-8684-e61d1d607dcb.jpg?1789014406,f5a0bb3e-8119-4739-8684-e61d1d607dcb
"Loot, the Nexus","Loot, the Nexus",Green,G,G,{2}{G},3,Uncommon,Legendary Creature — Beast Noble,2,1,,normal,,,,2.5,,"Are you playing multicolor shenanigans? Then go ahead and bump this little dude up because he can fix for basically anything.

He can even double-ramp you early as long as you have another creature with a different power, which can lead to some pretty gross starts.

Would I like him more at two mana? Of course. But then we’d probably be talking about some Constructed nonsense instead of a solid Limited card.

At three, he’s still doing enough useful things that I’m happy to play him, especially in the decks trying to get a little greedy with their mana.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,262,https://scryfall.com/card/fra/262/loot-the-nexus,https://cards.scryfall.io/normal/front/3/c/3cfa4fc6-4d90-4576-a83f-6496c7f21104.jpg?1789614764,3cfa4fc6-4d90-4576-a83f-6496c7f21104
"Marwyn, the Preserver","Marwyn, the Preserver",Green,G,G,{1}{G},2,Uncommon,Legendary Creature — Elf Druid,3,2,,normal,,,,2.0,,"If only they had printed an Evolving Wilds in this set. Alas, you’re probably going to have to mill a land or two if you want to squeeze any extra value out of Marwyn.

Making your lands hexproof is about as exciting as it sounds in Limited, which is to say it’s probably not coming up very often.

The good news is that the baseline stats are perfectly acceptable for the rate. If you ever actually get a land back with this, you’re already comfortably in the green.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,263,https://scryfall.com/card/fra/263/marwyn-the-preserver,https://cards.scryfall.io/normal/front/9/0/90f33f99-7bc5-42e1-815e-bfb4c2b74107.jpg?1789644564,90f33f99-7bc5-42e1-815e-bfb4c2b74107
"Pia, Aether Ascetic","Pia, Aether Ascetic",Green,G,G,{2}{G},3,Uncommon,Legendary Creature — Human Druid,2,2,,normal,,,,1.5,,"This is dangerously close to unplayable if your deck doesn’t have any enchantments to support it.

If you do, though, Pia can be a perfectly solid contributor. You don’t even need to be doing anything especially fancy—getting to tutor up cards like Memory Trap or Infinite Coursework is already enough to make this worthwhile.

Just make sure the enchantments are actually there before you start pretending this is a real Magic card.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,264,https://scryfall.com/card/fra/264/pia-aether-ascetic,https://cards.scryfall.io/normal/front/f/f/ff0bc30f-9d20-458e-808f-bdc2825905a5.jpg?1789387120,ff0bc30f-9d20-458e-808f-bdc2825905a5
"Ruric Thar, Magecrusher","Ruric Thar, Magecrusher",Green,G,G,{5}{G}{G},7,Uncommon,Legendary Creature — Ogre Warrior,7,7,,normal,,,,2.5,,"I don’t really know why, but this just feels like it should have haste. At least it does a decent job protecting itself from pesky removal until it gets a chance to actually connect.

Vigilance and reach on something this large are a pretty big deal because your opponent can’t just shrug and try to race you in the air. Trample also helps make sure they can’t park some random 1/1 in front of it and take a leisurely stroll through Chumpblock City.

There’s a lot of useful text here, even if I’m still mildly offended it doesn’t get to smash immediately.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,265,https://scryfall.com/card/fra/265/ruric-thar-magecrusher,https://cards.scryfall.io/normal/front/e/e/eed83302-dc2c-45f4-a4bd-af9da51edef5.jpg?1789358701,eed83302-dc2c-45f4-a4bd-af9da51edef5
"Titanbones, Towering Heart","Titanbones, Towering Heart",Green,G,G,{3}{G},4,Uncommon,Legendary Creature — Skeleton Druid,4,3,,normal,,,,2.0,,"There’s going to be a massive — get it, because he’s a titan? I r clever — difference in how good this card is from deck to deck.

On its own, it’s a slightly under-statted creature that you’re probably hoping never actually makes your final 40. If you have multiple reliable ways to gain life, though, Titanbones can grow out of control surprisingly fast.

Even when everything comes together, you’re still left with one very large vanilla creature. It can be chump blocked forever or completely undone by a single removal spell.

The ceiling is certainly there, but I’m going to need a lot of life gain before I’m interested.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,266,https://scryfall.com/card/fra/266/titanbones-towering-heart,https://cards.scryfall.io/normal/front/e/d/edea6f70-a5a7-475d-b7f2-97933d0f32cf.jpg?1788329375,edea6f70-a5a7-475d-b7f2-97933d0f32cf
Way of the Paradox,Way of the Paradox,Green,G,G,{2}{G},3,Uncommon,Legendary Enchantment,,,,normal,,,,1.5,,"This is not the way.

The real paradox is why this ended up in your deck in the first place. I’m not really interested in a three mana Explore even if it has a little extra thrown in.

The life gain trigger can certainly be useful in the right shell, but tying it to a planeswalker activation makes the whole thing a lot shakier than I want. You’re already asking for multiple pieces to be in place before this starts doing anything meaningful.

There’s some synergy here, but not nearly enough for me to want to spend a card on it.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,267,https://scryfall.com/card/fra/267/way-of-the-paradox,https://cards.scryfall.io/normal/front/9/8/98dc5470-507a-4364-8480-42607255e56c.jpg?1789729606,98dc5470-507a-4364-8480-42607255e56c
Way of the Wildspeaker,Way of the Wildspeaker,Green,G,G,{4}{G},5,Uncommon,Legendary Enchantment,,,,normal,,,,3.5,,"Finally, Mando can say the line: “This is the way.”

Grogu would probably approve too, although there’s a decent chance he’s just distracted because he stole another cookie. Kids these days, am I right?

Empower seven is a massive amount of juice. You can immediately cash some of it in for a 4/4 and still have enough left over to draw a card on the next turn.

And if you have another Empower Jace card lying around, you can just keep feeding the machine and poop out another 4/4.

That’s the kind of snowball potential I actually want out of one of these Way enchantments.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,268,https://scryfall.com/card/fra/268/way-of-the-wildspeaker,https://cards.scryfall.io/normal/front/a/2/a252cb01-537b-4afe-9abc-81a98c4a1439.jpg?1789729602,a252cb01-537b-4afe-9abc-81a98c4a1439
"Yoshimaru, Scrappy Stray","Yoshimaru, Scrappy Stray",Green,G,G,{1}{G},2,Uncommon,Legendary Creature — Dog,1,1,,normal,,,,2.5,,"Someone needs to rescue this poor pup. We can’t just have Yoshimaru running the streets like this.

A fight spell is obviously worse than a bite spell, but getting the effect stapled onto a body for only two mana makes the whole package a lot more appealing. You’re getting interaction without completely sacrificing board presence, which is exactly where I want to be.

There’s even some extra value waiting around for later if you end up with spare mana.

Good dog. Solid card.",Green,https://mtgazone.com/reality-fracture-fra-limited-set-review-green/,269,https://scryfall.com/card/fra/269/yoshimaru-scrappy-stray,https://cards.scryfall.io/normal/front/b/8/b8dfd087-2434-42c6-ac4c-1decbcdde2db.jpg?1789470909,b8dfd087-2434-42c6-ac4c-1decbcdde2db
"Edgar, Ancient Bloodlord","Edgar, Ancient Bloodlord",Multicolor (White/Black),WB,WB,{W}{B},2,Uncommon,Legendary Creature — Vampire Noble,2,3,,normal,,,,3.0,,"Edgar is a wonderful little dumpster for any extra creatures you have laying around.

Feed him something you don’t need anymore and he gets bigger, gains menace, and even gives you a lifegain trigger for your troubles. That’s a pretty solid collection of upside for a creature that’s already slightly overstatted as a two-drop.

He’s not doing anything completely ridiculous, but turning your spare cardboard into a growing threat is a deal I’m happy to make.",Multicolor,https://mtgazone.com/reality-fracture-fra-limited-set-review-multicolor/,270,https://scryfall.com/card/fra/270/edgar-ancient-bloodlord,https://cards.scryfall.io/normal/front/7/c/7c619fed-2394-4efc-8cdc-6df5f51c1f57.jpg?1789127743,7c619fed-2394-4efc-8cdc-6df5f51c1f57
"Hapatra, the Desert Fang","Hapatra, the Desert Fang",Multicolor (Black/Green),BG,BG,{2}{B}{B}{G},5,Uncommon,Legendary Creature — Human Cleric,3,3,,normal,,,,3.5,,"Golgarbage has never exactly struggled to put cards into the graveyard, so turning this on shouldn’t be asking for much.

Once you do, this is basically Ravenous Chupacabra except the removal effect can even get around indestructible. That’s the kind of sentence that tends to get my attention pretty quickly.",Multicolor,https://mtgazone.com/reality-fracture-fra-limited-set-review-multicolor/,271,https://scryfall.com/card/fra/271/hapatra-the-desert-fang,https://cards.scryfall.io/normal/front/c/f/cf7c1534-af41-4991-b3c3-f0a34ae330b5.jpg?1789385991,cf7c1534-af41-4991-b3c3-f0a34ae330b5
"Karn, Gilded Guardian","Karn, Gilded Guardian",Multicolor (White/Blue/Black/Red/Green),WUBRG,WUBRG,{2/W}{2/U}{2/B}{2/R}{2/G},10,Rare,Legendary Artifact Creature — Golem,5,5,,normal,,,,1.5,,"There just aren’t that many colored artifacts in the set, so you’re probably topping out at drawing two cards off a couple of Heartwood Tokens most of the time.

Getting that value stapled onto a 5/5 with vigilance and trample certainly sounds nice, but that mana cost is asking you to jump through a whole lot of hoops. Even worse, you can do all that work and still end up drawing absolutely nothing when Karn finally hits the battlefield.",Multicolor,https://mtgazone.com/reality-fracture-fra-limited-set-review-multicolor/,272,https://scryfall.com/card/fra/272/karn-gilded-guardian,https://cards.scryfall.io/normal/front/3/a/3abcae65-5b21-4c98-adad-34b8bc76ea3a.jpg?1789014541,3abcae65-5b21-4c98-adad-34b8bc76ea3a
